link,user,text,fecha,archivo_imagen
https://instagram.com/p/CANsbx8jGe1/,piruleandoo,"Cada 28 de Mayo se celebra el Día Internacional de la Higiene Menstrual, para visibilizar, desestigmatizar y naturalizar la menstruación. Para educar y concientizar. Esta iniciativa, que comenzó la ONG Wash United (https://www.facebook.com/WASHUnited/), busca no sólo hablar sobre menstruación, sino también sobre los problemas que genera la falta de educación al respecto y la importancia que tiene en la vida de quienes mes a mes atraviesan su ciclo menstrual.
Y porque tener el período es una parte muy normal y saludable de nuestras vidas, queremos celebrarlo con un SUPER SORTEO! De lo que consideramos hoy en día ya es sinónimo de autocuidado, autoconocimiento, y #periodopositivo. .
Podés ganarte:
1er premio: Copa menstrual Maggacup talle a elección.
2do premio: Pack de toallitas de tela Artemisa a elección. .
Se sortea el mismo 28/5!
.
.
Para participar:
💜Dale like al post Post ORIGINAL 👇
.
https://www.instagram.com/p/CANqOTWgjY6/?igshid=174ab2rf174ms .
.
💜Seguí las dos cuentas @piruleandoo y @toallitasdetela_artemisa
💜Etiqueta a dos amigues o más en un comentario! .
A participar! ☺️
.
(Estamos al sur de CABA, la entrega queda a cargo de les ganadores)
.
.
#menstruación #menstruar
#menstruacción #ciclomenstrual #toallitasdetela #toallitahigiénica #protectoresdiarios #copita #copa #copamenstraul #maggacup #higiene #ecológico #reutilizable #conciente #sustentable #medioambiente #artesanal #autogestivo #emprendimiento #cuarentena #cambios #yomequedoencasa #pasatealatela #sorteo #regalo #premio #ganar #mayo",MAY 15,../data/img/64.jpg
https://instagram.com/p/CANqkTtlj1l/,ourplanet_tiendaeco,"Mujeres Libres de Plásticos 💃🏽🌱
Al fin llegaron a nosotras los primeros protectores diarios Ecológicos 🙌🏾🌿
Les traemos protectores diarios de tela en 2 versiones
👉🏽colaless
👉🏽vedetina
Realizadas en 100% algodón en contacto con la piel, 3 capas de algodón absorbente y tela impermeable en su interior. Con distintos motivos, (algunos en EcoPrint)
💡Son ideales para complementar con tu Copita Menstrual (y obviamente para su uso diario)
❗️Porqué elegir Toallitas de Tela?
✅Las toallitas de tela son reutilizables y tienen una duración aproximada de hasta 3 años!!
(Te imaginas 3 años sin comprar paquetes de plástico?) ✅Son realizadas con telas de origen natural, por ende son hipoalergénicas naturalmente y BIODEGRADABLES🌸
✅Respeta y cuida el medio ambiente evitando el consumo innecesario de plástico desechable 🌎
✅Respeta tu cuerpo, ya que permite que tu ciclo y tu día a día, estén libres de productos industriales y químicos. Además son MUY CÓMODAS! 💃🏽
Elegí SUSTENTABLE y CONSCIENTE ♻️🌸
#menstruacción #menstruacionconsciente #ecológica #ceroplastico #cerowaste #reduce #reutiliza #villalaangostura",MAY 15,../data/img/65.jpg
https://instagram.com/p/CANqOTWgjY6/,toallitasdetela_artemisa,"Cada 28 de Mayo se celebra el Día Internacional de la Higiene Menstrual, para visibilizar, desestigmatizar y naturalizar la menstruación. Para educar y concientizar. Esta iniciativa, que comenzó la ONG Wash United (https://www.facebook.com/WASHUnited/), busca no sólo hablar sobre menstruación, sino también sobre los problemas que genera la falta de educación al respecto y la importancia que tiene en la vida de quienes mes a mes atraviesan su ciclo menstrual.
Y porque tener el período es una parte muy normal y saludable de nuestras vidas, queremos celebrarlo con un SUPER SORTEO! De lo que consideramos hoy en día ya es sinónimo de autocuidado y autoconocimiento

Podés ganarte: 🎁1er premio: Copa menstrual Maggacup talle a elección. 🎁2do premio: Pack de toallitas de tela Artemisa a elección.
Se sortea el mismo 28/5!

Para participar:
💜Dale like a este post
💜Seguí las dos cuentas @piruleandoo y @toallitasdetela_artemisa
💜Etiqueta a dos amigues o más en un comentario!
A participar! ☺️ (Estamos al sur de CABA, la entrega queda a cargo de les ganadores)

#menstruación #mentruar #menstruante
#menstruacción #periodopositivo #ciclomenstrual #toallitasdetela #toallitahigiénica #toallitas #protectoresdiarios #copita #copa #copamenstraul #maggacup #higiene #ecológico #reutilizable #conciente #sustentable #medioambiente #artesanal #autogestivo #emprendimiento #cuarentena #yomequedoencasa #pasatealatela #sorteo #regalo #premio #ganar",MAY 15,../data/img/66.jpg
https://instagram.com/p/B99mV2ZHC6q/,vulvar.sf,"MENSTRUAR EN CUARENTENA 😰

Anoche el presidente de Argentina decretó cuarentena hasta el 31 de marzo. ¿Cuántxs de ustedes dentro de las compras que hicieron compraron toallitas o tampones porque sabían que iban a menstruar durante estos días? ¿Cuántxs se olvidaron de comprar?

No me había puesto a pensar que usar copa menstrual 🍷 es un gran beneficio dentro de una cuarentena.
Muchas personas durante estos días seguro que van a menstruar.
y al tener una copa menstrual, dejamos de comprar productos de gestión menstrual descartables y si nos agarra una cuarentena desprevenidxs, no tenemos de qué preocuparnos, porque mientras haya electricidad o gas para hervir el agua y esterilizar la copa, todo va a estar bien. Otro punto a favor de la copita 👏🏼👏🏼👏🏼 Ahora el temita de todo esto es estar premenstrual en una cuarentena 😅 y todo lo que eso implica. Mucha meditación y paciencia 💪🏼🧘‍♀️
.
.
Ilustración @sawako_kabuki 💛
.
.
.
.
#copamenstrual #menstruacción #menstruacion #menstruation #menstruação #copomenstrual #relax #relaxtime #melarebalza #somosciclicxs #ecoamigable #eco #ecofriendlyhome #ilustracion #maggacup",MARCH 20,../data/img/124.jpg
https://instagram.com/p/B9eh6oSBdOT/,lacopita.rafaela,"“Menstruar no es un privilegio”👆 ¿A qué viene esta frase? en Reino Unido 1 de cada 10
niñas no puede darse el lujo de comprar productos menstruales.🤨 Para paliar esta dificultad, comenzaron a distribuir toallitas, tampones y copas en forma gratuita en las escuelas.💪🏼
.
📢Y en Argentina, ¿qué pasa con esto? ⚠️En Argentina no existen estadísticas sobre este
tema, tampoco de las consecuencias de no poder acceder a productos de gestión menstrual (como ausentismo escolar, laboral, o problemas de salud), ni de cómo afecta negativamente
este gasto a nuestra economía💲, convirtiéndolo en otro factor de desventaja que tenemos las mujeres.🙅
.
Pero si sabemos, que en Argentina 7 DE CADA 10 PERSONAS POBRES SON MUJERES. Y
que el impacto de la dificultad de acceso a productos de gestión menstrual es invisibilizado
mediante la construcción del tabú y la vergüenza de la menstruación☹️.
.
✊Las invito a chusmiar la página y perfil de @economiafeminita y apoyar su campaña #Menstruacción
para la exención del IVA de los productos de gestión menstrual 🔴y la provisión gratuita en
escuelas, cárceles y centros comunitarios. Son productos de necesidad básica,
indispensables, inevitables…. no puede ser que sean un bien de lujo‼️‼️
.
Imagen: @hazel.mead
.
#8M #menstruacionconsciente #menstruacion #luchafeminista #menstruaciónnoestabú #derechoamenstruar #woman #womansright #derechosmujer #menstrual",MARCH 8,../data/img/131.jpg
https://instagram.com/p/B6s1khrgqE3/,labarbiecientifica,"En 2019 se renovó la oportunidad de construir en el encuentro 💚✊🏼👩🏻‍🔬 Suelo retratar mí trabajo mostrándome sola frente a la compu, pero esa es la parte final del proceso. Antes, charlo. Con amigas, con colegas, con otrxs militantes politicos, con mi familia, con autorxs 👩🏻‍🔬✊🏼💚 Gracias a todxs lxs que conversaron conmigo este año. Gracias a todxs lxs que nos permiten seguir adelante con #MenstruAcción sumándose al diálogo. Mí deseo para el 2020 es que el acceso a la gestión menstrual también sea ley 💚✊🏼👩🏻‍🔬 Brindo por mis queridxs y por lxs suyos. Por un mundo más digno y menos desigual. Y porque si no vamos a ser felices al menos estemos contentxs.","DECEMBER 30, 2019",../data/img/180.jpg
https://instagram.com/p/Bqvryd9nZkb/,naturiflora,"Conoce tu vulva.

Aquí los primeros nombres de lo que podemos ver si nos sentamos de piernas abiertas y calzones afuera frente a un espejo... Nuestra V U L V A

La vulva es toda la zona externa... lo que tenemos en la entrepierna que se siente blandito casi-acolchado (bulboso...) y magia... se puede abrir?... Y oh! Hay más! Más labios, agujeros, fluidos jabonosos y .... oh! .... Cosquillas!! 🍷En la primer foto, el esquema, modificado rasca-pero-prácticamente del Manual Introductorio a la Ginecología Natural, de Pabla Pérez San Martín (libro que recomiendo de de cabecera, velador, mochila, todo), pueden ver que el agujero uretral y vaginal son DISTINTOS ... Fluido cervical, menstruación y bebés... salen por el orificio vaginal (y otras cosas entran). La vagina es el músculo en forma de conducto, que une la entrada de la vagina con el útero... Y el pis sale por el orificio uretral.

Entonces, la Copa no se les llenará de pipí ya que no se pone dentro de la uretra sino que en la vagina.

La fecha hacia el clítoris no lo toca, pero es lo que se ve como companita. 🍷🍷En la segunda imagen, pueden aprender un poquito de Inglés, con el libro Period, de Natalie Byrne.

Más sobre labia, en un próximo post.

#nomástabú #menstruacción #menstrualcup #copitamialuna #copitachile #copamenstrualchile #copitamenstrual #copamialuna #naturiflora es #copamenstrualparatodas #menstruaciónconsciente #enviosatodochile #enviosgratis #mialuna
#distribuidoraautorizada #copamenstrual #menstruación #clítoris #vagina #vulva","NOVEMBER 29, 2018",../data/img/446.jpg
https://instagram.com/p/BquaD1sHB3R/,9dejuliomnr,"2DA CHARLA PARA ESTE GRAN DÍA DE CONGRESO❗❗❗❗ DISERTANTES DE LUJO PARA ESTE MEGA EVENTO❗

11. Coffee

11:30 🔷️ Mg. AGOSTINA MILEO:
Agostina Mileo, comunicadora científica y doctoranda en historia y epistemología de la ciencia. Editora de ciencia y coordinadora de la campaña #MenstruAcción en Economía Femini(s)ta. Autora de ""que la ciencia te acompañe (a luchar por tus derechos)"" (Debate, 2018)
🔸DRA. NATALIA LISA: investigadora de CONICET y única latinoamericana destacada por la revista Nature con el último Inspiring Science Award.
🔹LIC. MARIANA ALONSO: coordinadora municipal del Área de la Mujer, coordinadora Municipal del Plan de Igualdad de Oportunidades y Trato entre Varones y Mujeres, integrante de la Comisión de Género Centro de Estudios Igualdad Argentina, ex-coordinadora de la Unidad Temática Género y Municipio, Red de Ciudades del MERCOSUR y ex-concejala de la ciudad.
🔸DRA. ÉRICA HYNES: investigadora de CONICET-UNL, Secretaria de Ciencia y Técnica en UNL, Ministra de Ciencia, Tecnología e Innovación Productiva de la Provincia.
🔹DRA. PATRICIA CASTELLANO: responsable a cargo de la Oficina de la Mujer y Vicedecana en nuestra Facultad.

TE ESPERAMOS!!! #CongresoFBioyF
#NoFaltaNada
#Anotate
#CongresoFBIOYF
#13días
#ElEventoAcedemicoDelAño
#Sumate
#NueveDeJulioMNR➕EstudiantesIndependientes","NOVEMBER 28, 2018",../data/img/447.jpg
https://instagram.com/p/BquIHlUnbdC/,naturiflora,"¿para qué sirve el vaso de silicona?
Lo usamos para esterilizar la Copa menstrual sin necesidad de usar la cocina. ¿Cómo se usa en microondas? :
1. dentro del vaso, la copita hacia arriba y llenar de agua (potable).
2. Poner semitapado al microondas por 3 minutos a potencia alta. 👁 que sale caliente!!! 3. Listeilor 👉🍷¿cómo se usa con pastillas esterilizadoras Mialuna?
1. Idem que paso 1 anterior con agua tibia.
2. Agregar una tableta de MiaLuna, semitapar o tapar
3. Esperar 30 minutos
4. Enjuagar bien. 🌺🌺🌺🌺🌺🌺🌺
También pueden guardar la copita dentro del vaso, pero deben asegurarse que ambos están completamente secos. $8.900 c/u

#nomástabú #menstruacción #menstrualcup #copitamialuna #copitachile #copamenstrualchile #copitamenstrual #copamialuna #naturiflora es #copamenstrualparatodas #menstruaciónconsciente #enviosatodochile #enviosgratis #mialuna
#distribuidoraautorizada #copamenstrual #menstruación","NOVEMBER 28, 2018",../data/img/448.jpg
https://instagram.com/p/Bqff4K4Hlgl/,economiafeminita,"Ayer en #clacso2018 estuvo presente el equipo de #MenstruAcción para difundir nuestra campaña que busca evidenciar a la menstruación como un factor de desigualdad🍷

Acá podés leer más sobre la campaña 👉 http://economiafeminita.com/menstruaccion/
Agradecemos a las voluntarias que se sumaron al proyecto y su difusión ❤️👭","NOVEMBER 22, 2018",../data/img/449.jpg
https://instagram.com/p/BqQ_cEshJ-A/,riomiotiendaverde,"Olvídate de la publicidad 📺 que te hace ver la #menstruación con como los días más molestos de tu mes, entérate de que hay alternativas llenas de beneficios para vos ❤️.
La #copamenstrual es segura, cómoda y amigable con el ambiente 🏞️ Si necesitás información sobre la copa no dudes en solicitarla 😉
@bruja.feminista
.
.
.

#viernesdecopas #lacopa #copamenstrual #menstrualcup #menstruaciónconsciente #menstruacionnoestabu #porlasalud #porelplaneta #yomesumo #lacopita #mujeresverdes #ecofriendly #menstruacción #veggie #vegana #basuracero #zerowaste","NOVEMBER 17, 2018",../data/img/450.jpg
https://instagram.com/p/BqK0uc9gV6F/,corta_mambo,"Películas para cubrir las etapas menstruales de mi vida en #RecomendacionesQueNadiePidió
#netflix #menstruacción #menstruación #killkill #films","NOVEMBER 14, 2018",../data/img/452.jpg
https://instagram.com/p/Bpt6gj1nfS2/,naturiflora,"Y en otros idiomas también.
💞
#menstruación #menstruacción
#menstruacionconsciente #copitamialuna #copitachile #copamenstrualchile #copitamenstrual #copamialuna #naturiflora es #copamenstrualparatodas #menstruaciónconsciente #enviosatodochile #mialuna
#distribuidoraautorizada #ginecologianatural #periodpositive #period","NOVEMBER 3, 2018",../data/img/453.jpg
https://instagram.com/p/BprfPogBKSa/,riomiotiendaverde,"Mantén la calma y usá la copa ❤️
La copa menstrual 🍷 es un dispositivo que se coloca en la vagina durante la #menstruación para recolectar la sangre que se elimina durante la misma.
A diferencia de los #tampones, no absorve la sangre 💞 sino que la contiene en su interior.
Se usa durante esos días📆, luego se guarda hasta el próximo mes 📅. Se puede esterilizar antes o después de cada ciclo.
Viene en 2 tallas o tamaños.
Al ser reutilizable se evitan el uso de tampones y toallitas descartables reduciendo la #huelladecarbono 👣
Si necesitás información sobre la copa no dudes en solicitarla 😉
.
.
.

#viernesdecopas #lacopa #copamenstrual #menstrualcup #menstruaciónconsciente #menstruacionnoestabu #porlasalud #porelplaneta #yomesumo #lacopita #mujeresverdes #ecofriendly #menstruacción","NOVEMBER 2, 2018",../data/img/454.jpg
https://instagram.com/p/BplAWfKHZL5/,economiafeminita,Hoy estuvo nuestra ecofeminita @natsu.sh contando de nuestra campaña #MenstruAcción en el #CampusUrbano de @techo_argentina,"OCTOBER 31, 2018",../data/img/455.jpg
https://instagram.com/p/Bphk_higc9c/,lasdesistemas,"#Repost @femitconf (@get_repost)
・・・
📢 #FemITconf será el sábado 17 de Noviembre 🗓️ en el aula 3 de la sede de posgrados de la @untref en el Centro Cultural Borges.
La entrada es gratuita con inscripcion previa (solo habrá lugar para 85 personas)
Como regalo para el cumpleaños de @lasdesistemas te pedimos que colabores con productos de gestión menstrual para la campaña de #Menstruacción de @economiafeminita","OCTOBER 29, 2018",../data/img/456.jpg
https://instagram.com/p/Bphkxv0l1As/,femitconf,"📢 #FemITconf será el sábado 17 de Noviembre 🗓️ en el aula 3 de la sede de posgrados de la @untref en el Centro Cultural Borges.
La entrada es gratuita con inscripcion previa (solo habrá lugar para 85 personas)
Como regalo para el cumpleaños de @lasdesistemas te pedimos que colabores con productos de gestión menstrual para la campaña de #Menstruacción de @economiafeminita","OCTOBER 29, 2018",../data/img/457.jpg
https://instagram.com/p/BpSnBKWA37n/,mlauramondino,"👉En la #Comisiondegobierno del @concejosantafe seguimos trabajando en nuestro proyecto de #menstruacción ✊💜
👉 El acceso a los elementos de #gestiónmenstrual es un #derecho que se debe garantizar a todas las personas menstruantes.","OCTOBER 23, 2018",../data/img/459.jpg
https://instagram.com/p/BpRXGgjl6xF/,laugotfryd,"En DR escribí una nota de opinión s/ la menstruación en los spot de toallitas higiénicas.
Refleja lo que realmente menstruamos?
Que mensaje nos dan sobre nuestro periodo?
Cuál es nuestro norte político desde el feminismo y como combatimos o convivimos con el capitalismo?
De todo eso hablé con Agos Mileo (a.k.a Barbie Científica) 👩🏻‍🔬coordinadora de la campaña #menstruAcción de Ecofemini(s)ta.
El link en el perfil ✍🏽👀
🤓💚","OCTOBER 23, 2018",../data/img/460.jpg
https://instagram.com/p/BpHmEpCA498/,riomiotiendaverde,"No plastic, more ethical for the planet & for your body ❤️
La copa menstrual encierra lo mágico 🌌 de poder observar nuestra sangre 🙌, sin alterar nuestra salud 🙏 y el ambiente 🌎.
No podemos decir lo mismo al usar protectores diarios, toallitas y tampones descartables 🤷, que nos han llenado de hongos, alergias, malos olores, menstruaciones abundantes y dolorosas 🤦.
Ya formas parte de la gran comunidad copera?
Ilustración de @zinteta .
.
.
#viernesdecopas #copamenstrual #menstrualcup #menstruaciónconsciente #menstruacionnoestabu #porlasalud #porelplaneta #yomesumo #lacopita #mujeresverdes #ecofriendly #menstruacción","OCTOBER 19, 2018",../data/img/462.jpg
https://instagram.com/p/Bov-y18lbL1/,"28dias28
Verified","La campaña argentina #MenstruAcción de @economiafeminita busca visibilizar la regla para que gobierno del país clasifique las compresas y tampones como artículos de primera necesidad.
.
Entre los objetivos de #MenstruAcción están que se reduzca el 21% de IVA que tienen los productos para la regla en Argentina; el subsidio estatal a la copa menstrual para que la opción sustentable sea viable y se plantee como una opción.
.
Además, #MenstruAcción invitó a las mujeres a donar compresas, copas menstruales y tampones durante la manifestación del pasado 8 de marzo. Los productos recaudados se entregaron a asociaciones que ayudan a mujeres que no pueden adquirir los artículos para la regla.
.
.
.
#regla #menstruacion #feminismo","OCTOBER 10, 2018",../data/img/463.jpg
https://instagram.com/p/BoR3tj0lMY1/,dona_cura,"🌹 ~ L U N A N D O ~ 🌹
.
Me bajó la luna. Del cielo, al útero.
.
Sentí los tambores marcando un ritmo diferente.
.
Ese latido es más lento, porque es más profundo.
.
Cueva, silencio y soledad.
.
Canela, clavo y jengibre.
.
Calor, cobijo y consciencia.
.
Esa es mi fórmula para vivir mi sangre sin dolor y con placer.
.
Y tú? Como vives tu luna?
.
.
.
P.d: Tienes tu última receta con el tomillo en stories 😘
.
📷 @pabla_san_martin
#lunando #menstruacCión #sangremenstrual #placer #plantasmedicinales
#canela #donacura","SEPTEMBER 28, 2018",../data/img/464.jpg
https://instagram.com/p/BoK9gwCl5qK/,alaspibas,"En esta velada estaremos recolectando productos de gestión menstrual para donarlos a la campaña lanzada por Economía Femini(s)ta, MenstruAcción: “¿Por qué #MenstruAcción? La menstruación es considerada todavía hoy un tema tabú. El tabú sobre la menstruación y la dificultad de acceso a productos de gestión menstrual son factores de desigualdad social, causales de ausentismo escolar y tienen un impacto directo en la salud de las personas menstruantes. Además, quienes menstruamos seguimos pagando en Argentina, y en todo el mundo, una multa por ello. El reclamo de la quita de impuestos a los productos de gestión menstrual y a la distribución gratuita en ámbitos educativos, carcelarios, de salud, refugios, entre otros, se está realizando en varios países del mundo. #MenstruAcción es la campaña que desde Economía Feminista venimos impulsando a diario para la Argentina y que esperamos logre alcanzar un impacto nacional.”","SEPTEMBER 26, 2018",../data/img/465.jpg
https://instagram.com/p/BoKLZGLnrE1/,jlucia_,"""Soy un alma desnuda en estos versos,
Alma desnuda que angustiada y sola
Va dejando sus pétalos dispersos.

Alma que puede ser una amapola,
Que puede ser un lirio, una violeta,
Un peñasco, una selva y una ola.

Alma que como el viento vaga inquieta
Y ruge cuando está sobre los mares,
Y duerme dulcemente en una grieta.

Alma que adora sobre sus altares,
Dioses que no se bajan a cegarla;
Alma que no conoce valladares.

Alma que fuera fácil dominarla
Con sólo un corazón que se partiera
Para en su sangre cálida regarla.

Alma que cuando está en la primavera
Dice al invierno que demora: vuelve,
Caiga tu nieve sobre la pradera.

Alma que cuando nieva se disuelve
En tristezas, clamando por las rosas(*)
con que la primavera nos envuelve.

Alma que a ratos suelta mariposas
A campo abierto, sin fijar distancia,
Y les dice: libad sobre las cosas.

Alma que ha de morir de una fragancia
De un suspiro, de un verso en que se ruega,
Sin perder, a poderlo, su elegancia.

Alma que nada sabe y todo niega
Y negando lo bueno el bien propicia
Porque es negando como más se entrega.

Alma que suele haber como delicia
Palpar las almas, despreciar la huella,
Y sentir en la mano una caricia.

Alma que siempre disconforme de ella,
Como los vientos vaga, corre y gira;
Alma que sangra y sin cesar delira
Por ser el buque en marcha de la estrella."".
Alma desnuda - Alfonsina Storni
.
.
.
.
#35mm #analoguephotography #analogphotography #analogvibes #fotografiaanalogica #fotografía #menstruacción #ciclomonstrual #staybrokeshootfilm #filmnotdead #buyfilmnotpixels #autorretrato","SEPTEMBER 25, 2018",../data/img/466.jpg
https://instagram.com/p/BnW8gKRgdn7/,sabrina.diclaudio,"#hoy #radio, hoy @bandasorora ・・・
¡HOY en Banda Sorora desde las 20 hs en @radiosur88.3 ! ▶️ Hablamos con @labarbiecientifica, de @economiafeminita, sobre la campaña #Menstruacción
▶️ Columna antes que histérika, HISTÓRIKA, a cargo de Lamala Rodriguez
▶️ Agenda #Femininja
▶️ Momento Machirulo edición 🦖 dinosaurios (que van a desaparecer)
Escuchanos también online en ▶️ http://www.radiosur.org.ar

#economiafeminita #economiafeminista #sororidad #feminismo #sevaacaer #abortolegal #radiosur","SEPTEMBER 5, 2018",../data/img/467.jpg
https://instagram.com/p/BnW1kuPljZP/,aguasdecanela,"La realidad de nuestra naturaleza!! Estamos en un momento crucial en la historia humana y 🌎 el consumismo al que estamos acostumbrándonos! la explotación de la naturaleza nos están llevando a un punto de no retorno!! El vacío en el corazón nos lleva a hacer sin sentir, nos destruye! La conexión con el presente nos hace consciente de nuestra unicidad con todo lo que nos rodea! Somos un planeta! Que cada acción sea el cambio! Ayuda a reciclar la basura orgánica de la inorganica! La tierra necesita estos nutrientes al igual que la sangre de las mujeres! Has esta ofrenda! Rézale al agua! Cada detalle se graba en la energía cósmica!! Se puede! Y si no partiremos orgullos@s de nuestra batalla!!!! #newen a los guerrer@s!!! #breakpoint #puntodeinflexion #mar #plasticos #contaminacion #peligro #despierta #ayuda #cambio #planeta #tierra #reciclaje #organico #menstruacción #ofrenda #nomasplastico #atenccion #saldemar #plasticocean #oceanos #animales #destruccion #ahoraonunca #reutilizar","SEPTEMBER 5, 2018",../data/img/468.jpg
https://instagram.com/p/BnJ1I95n8zp/,doh.rock,"""La vergüenza con la que se nos enseñó a vivir la menstruación es una construcción socio-histórica. Porque además de estigmatizarla se la confinó al terreno de lo privado, y entonces parece natural que paguemos por los productos de gestión menstrual como si fueran artículos de lujo en vez de productos de primera necesidad, en lo que constituye el eje tal vez más trillado de trabajo sobre la menstruación como factor de desigualdad de género."" Lean a #las12 💪✊💚💜
#menstruacion #menstruacción #menstruación #sevaacaer","AUGUST 31, 2018",../data/img/469.jpg
https://instagram.com/p/Bme44BQgFn-/,jlucia_,"""[...] cada sangre menstrual ha traído sus lágrimas
y su dosis irracional de rabia.
No hay pues ninguna razón
para sentirse devaluada.
Tirá los tampones,
las toallas sanitarias.
Hacé una hoguera con ellas en el patio de tu casa.
Desnudate.
Bailá la danza ritual de la madurez.
Y sobreviví
como sobreviviremos todas.""
Fragmento del poema Menopausia de Gioconda Belli
.
.
.
.
.
#35mm #shootfilm #fotografiaanalogica #analogvibes #filmnotdead #filmsoup #staybrokeshootfilm #menstruacción #melarebalsa

revelado y digitalizado por @labo.cristal","AUGUST 15, 2018",../data/img/472.jpg
https://instagram.com/p/BmbN9NNAjCj/,jlucia_,"(de)sangrar
hasta volver a
a(r)marse .
.
.
.
.
#35mm #filmsoup #filmnotdead #staybrokeshootfilm #menstruacción #monstruar #analogvibes #fotografiaanalogica","AUGUST 13, 2018",../data/img/474.jpg
